,date,location,stringency_index
1668,2022-07,Cuba,15.41258064516129
1669,2022-08,Cuba,11.11
1670,2022-09,Cuba,11.109999999999998
1671,2022-10,Cuba,11.11
1704,2020-03,Cyprus,59.41826086956522
1705,2020-04,Cyprus,93.515
1706,2020-05,Cyprus,87.18387096774192
1707,2020-06,Cyprus,64.31833333333333
1708,2020-07,Cyprus,48.20645161290323
1709,2020-08,Cyprus,48.11677419354838
1710,2020-09,Cyprus,53.208666666666666
1711,2020-10,Cyprus,54.92774193548387
1712,2020-11,Cyprus,70.61466666666666
1713,2020-12,Cyprus,71.26354838709678
1714,2021-01,Cyprus,81.3016129032258
1715,2021-02,Cyprus,80.56000000000002
1716,2021-03,Cyprus,73.09032258064516
1717,2021-04,Cyprus,64.87666666666667
1718,2021-05,Cyprus,66.84645161290322
1719,2021-06,Cyprus,53.258
1720,2021-07,Cyprus,49.12387096774193
1721,2021-08,Cyprus,53.40129032258065
1722,2021-09,Cyprus,47.01033333333333
1723,2021-10,Cyprus,46.57322580645161
1724,2021-11,Cyprus,46.415
1725,2021-12,Cyprus,47.83709677419355
1726,2022-01,Cyprus,50.417419354838714
1727,2022-02,Cyprus,46.68071428571428
1728,2022-03,Cyprus,45.72322580645161
1729,2022-04,Cyprus,39.67
1730,2022-05,Cyprus,31.024193548387096
1731,2022-06,Cyprus,14.81
1732,2022-07,Cyprus,14.81
1733,2022-08,Cyprus,14.81
1734,2022-09,Cyprus,14.809999999999999
1736,2020-03,Czechia,57.52645161290322
1737,2020-04,Czechia,66.88199999999999
1738,2020-05,Czechia,51.91129032258065
1739,2020-06,Czechia,38.102
1740,2020-07,Czechia,35.93064516129032
1741,2020-08,Czechia,36.11
1742,2020-09,Czechia,38.24133333333334
1743,2020-10,Czechia,54.30225806451613
1744,2020-11,Czechia,71.54233333333333
1745,2020-12,Czechia,66.5783870967742
1746,2021-01,Czechia,75.29870967741937
1747,2021-02,Czechia,77.94214285714285
1748,2021-03,Czechia,80.01677419354839
1749,2021-04,Czechia,68.51933333333334
1750,2021-05,Czechia,59.34967741935483
1751,2021-06,Czechia,48.086999999999996
1752,2021-07,Czechia,38.32225806451613
1753,2021-08,Czechia,37.54451612903226
1754,2021-09,Czechia,37.96
1755,2021-10,Czechia,42.349999999999994
1756,2021-11,Czechia,42.897333333333336
1757,2021-12,Czechia,42.05612903225806
1758,2022-01,Czechia,37.72354838709678
1759,2022-02,Czechia,36.582142857142856
1760,2022-03,Czechia,32.74516129032258
1761,2022-04,Czechia,15.807333333333334
1762,2022-05,Czechia,14.81
1763,2022-06,Czechia,14.81
1764,2022-07,Czechia,14.81
1765,2022-08,Czechia,11.348709677419356
1766,2022-09,Czechia,11.11
1768,2020-03,Democratic Republic of Congo,47.61952380952381
1769,2020-04,Democratic Republic of Congo,80.09666666666666
1770,2020-05,Democratic Republic of Congo,80.56
1771,2020-06,Democratic Republic of Congo,80.56
1772,2020-07,Democratic Republic of Congo,72.49548387096775
1773,2020-08,Democratic Republic of Congo,48.74612903225807
1774,2020-09,Democratic Republic of Congo,45.65133333333333
1775,2020-10,Democratic Republic of Congo,42.980645161290326
1776,2020-11,Democratic Republic of Congo,22.219999999999995
1777,2020-12,Democratic Republic of Congo,23.503870967741936
1778,2021-01,Democratic Republic of Congo,29.539354838709677
1779,2021-02,Democratic Republic of Congo,42.72714285714285
1780,2021-03,Democratic Republic of Congo,30.436774193548384
1781,2021-04,Democratic Republic of Congo,31.759666666666664
1782,2021-05,Democratic Republic of Congo,40.145483870967745
1783,2021-06,Democratic Republic of Congo,41.67
1784,2021-07,Democratic Republic of Congo,48.115161290322575
1785,2021-08,Democratic Republic of Congo,38.67677419354839
1786,2021-09,Democratic Republic of Congo,37.96
1787,2021-10,Democratic Republic of Congo,38.7358064516129
1788,2021-11,Democratic Republic of Congo,46.973
1789,2021-12,Democratic Republic of Congo,39.513225806451615
1790,2022-01,Democratic Republic of Congo,40.140967741935484
1791,2022-02,Democratic Republic of Congo,36.57
1792,2022-03,Democratic Republic of Congo,36.839999999999996
1793,2022-04,Democratic Republic of Congo,29.796
1794,2022-05,Democratic Republic of Congo,30.651612903225804
1795,2022-06,Democratic Republic of Congo,30.692666666666664
1796,2022-07,Democratic Republic of Congo,25.870322580645162
1797,2022-08,Democratic Republic of Congo,34.07709677419355
1798,2022-09,Democratic Republic of Congo,28.516
1800,2020-02,Denmark,1.190357142857143
1801,2020-03,Denmark,52.627419354838715
1802,2020-04,Denmark,70.24666666666667
1803,2020-05,Denmark,66.10096774193549
1804,2020-06,Denmark,58.05866666666667
1805,2020-07,Denmark,57.41
1806,2020-08,Denmark,51.10870967741935
1807,2020-09,Denmark,49.85
1808,2020-10,Denmark,43.251612903225805
1809,2020-11,Denmark,46.26433333333333
1810,2020-12,Denmark,50.17774193548387
1811,2021-01,Denmark,68.12935483870969
1812,2021-02,Denmark,66.4025
1813,2021-03,Denmark,63.13903225806452
1814,2021-04,Denmark,63.88666666666667
1815,2021-05,Denmark,58.395483870967745
1816,2021-06,Denmark,53.150666666666666
1817,2021-07,Denmark,47.04096774193548
1818,2021-08,Denmark,38.89
1819,2021-09,Denmark,25.738
1820,2021-10,Denmark,24.07
1821,2021-11,Denmark,29.682000000000002
1822,2021-12,Denmark,31.573225806451614
1823,2022-01,Denmark,32.6941935483871
1824,2022-02,Denmark,14.411428571428571
1825,2022-03,Denmark,12.476451612903228
1826,2022-04,Denmark,11.109999999999998
1827,2022-05,Denmark,11.11
1828,2022-06,Denmark,11.109999999999998
1829,2022-07,Denmark,11.11
1830,2022-08,Denmark,11.11
1831,2022-09,Denmark,11.11
1833,2020-03,Djibouti,72.74785714285714
1834,2020-04,Djibouti,94.44
1835,2020-05,Djibouti,77.41741935483871
1836,2020-06,Djibouti,59.26
1837,2020-07,Djibouti,55.229354838709675
1838,2020-08,Djibouti,50.93
1839,2020-09,Djibouti,50.806333333333335
1840,2020-10,Djibouti,45.78774193548387
1841,2020-11,Djibouti,43.52
1842,2020-12,Djibouti,43.52
1843,2021-01,Djibouti,39.75354838709678
1844,2021-02,Djibouti,37.96
1845,2021-03,Djibouti,36.766451612903225
1846,2021-04,Djibouti,37.343333333333334
1847,2021-05,Djibouti,40.65032258064517
1848,2021-06,Djibouti,43.52
1849,2021-07,Djibouti,43.52
1850,2021-08,Djibouti,43.52
1851,2021-09,Djibouti,43.52
1852,2021-10,Djibouti,44.594193548387096
1853,2021-11,Djibouti,49.07
1854,2021-12,Djibouti,49.07
1855,2022-01,Djibouti,46.20548387096775
1856,2022-02,Djibouti,53.03857142857142
1857,2022-03,Djibouti,58.33
1858,2022-04,Djibouti,52.71399999999999
1859,2022-05,Djibouti,45.37
1860,2022-06,Djibouti,45.37
1861,2022-07,Djibouti,45.37
1862,2022-08,Djibouti,46.755161290322576
1863,2022-09,Djibouti,48.7076
1865,2020-03,Dominica,26.113
1866,2020-04,Dominica,79.62999999999998
1867,2020-05,Dominica,74.25258064516129
1868,2020-06,Dominica,68.516
1869,2020-07,Dominica,44.44
1870,2020-08,Dominica,37.722258064516126
1871,2020-09,Dominica,30.182000000000002
1872,2020-10,Dominica,30.403870967741934
1873,2020-11,Dominica,33.150333333333336
1874,2020-12,Dominica,37.48870967741936
1875,2021-01,Dominica,28.913870967741932
1876,2021-02,Dominica,32.01142857142857
1877,2021-03,Dominica,31.48
1878,2021-04,Dominica,31.48
1879,2021-05,Dominica,31.48
1880,2021-06,Dominica,31.48
1881,2021-07,Dominica,29.331612903225807
1882,2021-08,Dominica,61.527419354838706
1883,2021-09,Dominica,74.196
1884,2021-10,Dominica,78.76354838709678
1885,2021-11,Dominica,78.63733333333333
1886,2021-12,Dominica,66.87838709677419
1887,2022-01,Dominica,65.57225806451613
1888,2022-02,Dominica,63.605714285714285
1889,2022-03,Dominica,59.43774193548387
1890,2022-04,Dominica,35.10699999999999
1891,2022-05,Dominica,32.41
1892,2022-06,Dominica,32.41
1893,2022-07,Dominica,32.41
1894,2022-08,Dominica,32.41
1895,2022-09,Dominica,32.41
1896,2022-10,Dominica,32.41
1897,2020-03,Dominican Republic,46.324516129032254
1898,2020-04,Dominican Republic,94.56766666666667
1899,2020-05,Dominican Republic,94.74451612903225
1900,2020-06,Dominican Republic,86.66900000000001
1901,2020-07,Dominican Republic,76.43225806451613
1902,2020-08,Dominican Republic,78.7
1903,2020-09,Dominican Republic,78.7
1904,2020-10,Dominican Republic,69.74032258064517
1905,2020-11,Dominican Republic,65.644
1906,2020-12,Dominican Republic,65.64870967741936
1907,2021-01,Dominican Republic,70.37
1908,2021-02,Dominican Republic,70.37
1909,2021-03,Dominican Republic,70.37
1910,2021-04,Dominican Republic,68.98
1911,2021-05,Dominican Republic,68.1316129032258
1912,2021-06,Dominican Republic,62.96
1913,2021-07,Dominican Republic,61.262258064516125
1914,2021-08,Dominican Republic,58.15387096774194
1915,2021-09,Dominican Republic,60.13833333333333
1916,2021-10,Dominican Republic,56.96064516129032
1917,2021-11,Dominican Republic,43.397333333333336
1918,2021-12,Dominican Republic,37.96
1919,2022-01,Dominican Republic,37.96
1920,2022-02,Dominican Republic,24.20321428571429
1921,2022-03,Dominican Republic,8.33
1922,2022-04,Dominican Republic,7.591333333333334
1923,2022-05,Dominican Republic,5.56
1924,2022-06,Dominican Republic,5.56
1925,2022-07,Dominican Republic,5.56
1926,2022-08,Dominican Republic,5.56
1929,2020-03,Ecuador,54.30096774193548
1930,2020-04,Ecuador,93.52
1931,2020-05,Ecuador,86.82709677419355
1932,2020-06,Ecuador,81.85
1933,2020-07,Ecuador,79.31612903225806
1934,2020-08,Ecuador,75.40354838709678
1935,2020-09,Ecuador,61.01866666666667
1936,2020-10,Ecuador,52.06258064516129
1937,2020-11,Ecuador,52.78
1938,2020-12,Ecuador,61.502903225806456
1939,2021-01,Ecuador,69.79903225806451
1940,2021-02,Ecuador,68.84535714285714
1941,2021-03,Ecuador,59.858064516129026
1942,2021-04,Ecuador,67.99466666666666
1943,2021-05,Ecuador,72.72870967741935
1944,2021-06,Ecuador,59.41833333333333
1945,2021-07,Ecuador,60.72354838709678
1946,2021-08,Ecuador,63.173870967741934
1947,2021-09,Ecuador,59.723333333333336
1948,2021-10,Ecuador,59.87322580645161
1949,2021-11,Ecuador,57.87
1950,2021-12,Ecuador,59.4841935483871
1951,2022-01,Ecuador,62.17451612903226
1952,2022-02,Ecuador,46.05642857142857
1953,2022-03,Ecuador,30.488709677419354
1954,2022-04,Ecuador,25.39966666666667
1955,2022-05,Ecuador,25.09741935483871
1956,2022-06,Ecuador,30.20266666666667
1957,2022-07,Ecuador,24.84193548387097
1958,2022-08,Ecuador,14.240967741935485
1959,2022-09,Ecuador,13.890000000000002
1960,2022-10,Ecuador,13.89
1961,2020-02,Egypt,0.0
1962,2020-03,Egypt,28.70387096774194
1963,2020-04,Egypt,84.26
1964,2020-05,Egypt,84.85677419354839
1965,2020-06,Egypt,73.892
1966,2020-07,Egypt,60.19
1967,2020-08,Egypt,62.781290322580645
1968,2020-09,Egypt,63.88666666666666
1969,2020-10,Egypt,62.875483870967734
1970,2020-11,Egypt,60.18999999999999
1971,2020-12,Egypt,61.98032258064516
1972,2021-01,Egypt,60.72258064516129
1973,2021-02,Egypt,54.63
1974,2021-03,Egypt,53.43645161290323
1975,2021-04,Egypt,50.93
1976,2021-05,Egypt,63.35129032258064
1977,2021-06,Egypt,41.482
1978,2021-07,Egypt,43.52
1979,2021-08,Egypt,43.52
1980,2021-09,Egypt,43.52
1981,2021-10,Egypt,43.52
1982,2021-11,Egypt,43.52
1983,2021-12,Egypt,43.52
1984,2022-01,Egypt,43.52
1985,2022-02,Egypt,43.52
1986,2022-03,Egypt,43.52
1987,2022-04,Egypt,43.52
1988,2022-05,Egypt,40.91935483870968
1989,2022-06,Egypt,39.44266666666667
1990,2022-07,Egypt,37.96
1991,2022-08,Egypt,37.781290322580645
1992,2022-09,Egypt,35.19
1994,2020-03,El Salvador,85.32846153846154
1995,2020-04,El Salvador,90.74
1996,2020-05,El Salvador,98.92387096774193
1997,2020-06,El Salvador,93.61233333333332
1998,2020-07,El Salvador,89.81
1999,2020-08,El Salvador,87.42290322580645
2000,2020-09,El Salvador,72.50233333333334
2001,2020-10,El Salvador,52.78
2002,2020-11,El Salvador,51.48266666666667
2003,2020-12,El Salvador,47.22
2004,2021-01,El Salvador,47.012258064516125
2005,2021-02,El Salvador,46.3
2006,2021-03,El Salvador,43.01
2007,2021-04,El Salvador,28.085
2008,2021-05,El Salvador,26.85
2009,2021-06,El Salvador,26.85
2010,2021-07,El Salvador,31.51322580645161
2011,2021-08,El Salvador,32.41
2012,2021-09,El Salvador,30.866666666666667
2013,2021-10,El Salvador,31.241290322580646
2014,2021-11,El Salvador,31.48
2015,2021-12,El Salvador,31.48
2016,2022-01,El Salvador,35.87193548387096
2017,2022-02,El Salvador,32.41
2018,2022-03,El Salvador,30.81451612903226
2019,2022-04,El Salvador,33.356
2020,2022-05,El Salvador,33.280967741935484
2021,2022-06,El Salvador,34.169333333333334
2022,2022-07,El Salvador,34.696129032258064
2023,2022-08,El Salvador,36.45903225806452
2024,2022-09,El Salvador,29.630000000000003
2091,2020-02,Estonia,0.0
2092,2020-03,Estonia,34.229032258064514
2093,2020-04,Estonia,77.40933333333334
2094,2020-05,Estonia,59.468709677419355
2095,2020-06,Estonia,37.96
2096,2020-07,Estonia,34.83129032258064
2097,2020-08,Estonia,32.41
2098,2020-09,Estonia,33.98533333333333
2099,2020-10,Estonia,35.19
2100,2020-11,Estonia,39.355000000000004
2101,2020-12,Estonia,50.80967741935484
2102,2021-01,Estonia,49.10354838709677
2103,2021-02,Estonia,41.73571428571429
2104,2021-03,Estonia,55.79451612903226
2105,2021-04,Estonia,60.739333333333335
2106,2021-05,Estonia,43.428709677419356
2107,2021-06,Estonia,37.102
2108,2021-07,Estonia,24.64354838709677
2109,2021-08,Estonia,24.224193548387095
2110,2021-09,Estonia,28.7
2111,2021-10,Estonia,30.2558064516129
2112,2021-11,Estonia,36.278999999999996
2113,2021-12,Estonia,36.222580645161294
2114,2022-01,Estonia,44.30903225806451
2115,2022-02,Estonia,44.192142857142855
2116,2022-03,Estonia,38.36032258064516
2117,2022-04,Estonia,25.933333333333334
2118,2022-05,Estonia,22.32
2119,2022-06,Estonia,15.479666666666667
2120,2022-07,Estonia,11.11
2121,2022-08,Estonia,11.11
2122,2022-09,Estonia,11.109999999999998
2123,2022-10,Estonia,11.11
2124,2020-03,Eswatini,58.02611111111111
2125,2020-04,Eswatini,86.78833333333334
2126,2020-05,Eswatini,84.26
2127,2020-06,Eswatini,84.26
2128,2020-07,Eswatini,81.39548387096775
2129,2020-08,Eswatini,73.44709677419355
2130,2020-09,Eswatini,64.81
2131,2020-10,Eswatini,55.138387096774196
2132,2020-11,Eswatini,45.989333333333335
2133,2020-12,Eswatini,51.55548387096774
2134,2021-01,Eswatini,71.11612903225806
2135,2021-02,Eswatini,74.80142857142857
2136,2021-03,Eswatini,66.45774193548387
2137,2021-04,Eswatini,60.39966666666667
2138,2021-05,Eswatini,47.22
2139,2021-06,Eswatini,57.00599999999999
2140,2021-07,Eswatini,67.41193548387096
2141,2021-08,Eswatini,62.00677419354839
2142,2021-09,Eswatini,59.135666666666665
2143,2021-10,Eswatini,56.80838709677419
2144,2021-11,Eswatini,60.925
2145,2021-12,Eswatini,54.99677419354839
2146,2022-01,Eswatini,58.733870967741936
2147,2022-02,Eswatini,58.71999999999999
2148,2022-03,Eswatini,49.8941935483871
2149,2022-04,Eswatini,23.15
2150,2022-05,Eswatini,23.15
2151,2022-06,Eswatini,23.15
2152,2022-07,Eswatini,23.15
2153,2022-08,Eswatini,23.15
2154,2022-09,Eswatini,21.852666666666664
2155,2022-10,Eswatini,17.59
2156,2020-03,Ethiopia,40.01263157894737
2157,2020-04,Ethiopia,77.319
2158,2020-05,Ethiopia,80.56
2159,2020-06,Ethiopia,80.56
2160,2020-07,Ethiopia,80.56
2161,2020-08,Ethiopia,80.56
2162,2020-09,Ethiopia,78.70666666666666
2163,2020-10,Ethiopia,64.03774193548387
2164,2020-11,Ethiopia,53.518
2165,2020-12,Ethiopia,51.85
2166,2021-01,Ethiopia,51.85
2167,2021-02,Ethiopia,39.35
2168,2021-03,Ethiopia,42.08516129032258
2169,2021-04,Ethiopia,43.52
2170,2021-05,Ethiopia,43.52
2171,2021-06,Ethiopia,43.52
2172,2021-07,Ethiopia,43.52
2173,2021-08,Ethiopia,43.52
2174,2021-09,Ethiopia,43.52
2175,2021-10,Ethiopia,43.52
2176,2021-11,Ethiopia,43.52
2177,2021-12,Ethiopia,42.71290322580646
2178,2022-01,Ethiopia,40.74
2179,2022-02,Ethiopia,40.74
2180,2022-03,Ethiopia,40.74
2181,2022-04,Ethiopia,40.74
2182,2022-05,Ethiopia,37.39806451612903
2183,2022-06,Ethiopia,26.112000000000002
2184,2022-07,Ethiopia,38.35032258064516
2185,2022-08,Ethiopia,40.74
2186,2022-09,Ethiopia,40.74
2256,2020-03,Faeroe Islands,36.74035714285714
2257,2020-04,Faeroe Islands,58.82966666666666
2258,2020-05,Faeroe Islands,43.84903225806451
2259,2020-06,Faeroe Islands,34.81933333333333
2260,2020-07,Faeroe Islands,32.41
2261,2020-08,Faeroe Islands,37.243870967741934
2262,2020-09,Faeroe Islands,37.96
2263,2020-10,Faeroe Islands,37.96
2264,2020-11,Faeroe Islands,39.62800000000001
2265,2020-12,Faeroe Islands,40.74
2266,2021-01,Faeroe Islands,31.843548387096774
2267,2021-02,Faeroe Islands,42.395714285714284
2268,2021-03,Faeroe Islands,51.01709677419355
2269,2021-04,Faeroe Islands,46.60666666666667
2270,2021-05,Faeroe Islands,38.89
2271,2021-06,Faeroe Islands,39.724000000000004
2272,2021-07,Faeroe Islands,41.67
2273,2021-08,Faeroe Islands,30.734516129032258
2274,2021-09,Faeroe Islands,13.890000000000002
2275,2021-10,Faeroe Islands,15.502903225806453
2276,2021-11,Faeroe Islands,38.95166666666667
2277,2021-12,Faeroe Islands,40.11290322580645
2278,2022-01,Faeroe Islands,32.40870967741935
2279,2022-02,Faeroe Islands,19.341785714285717
2280,2022-03,Faeroe Islands,11.679032258064517
2281,2022-04,Faeroe Islands,11.109999999999998
2282,2022-05,Faeroe Islands,11.11
2283,2022-06,Faeroe Islands,11.109999999999998
2284,2022-07,Faeroe Islands,11.11
2285,2022-08,Faeroe Islands,11.11
2286,2022-09,Faeroe Islands,11.11
2319,2020-01,Fiji,11.11
2320,2020-02,Fiji,18.86551724137931
2321,2020-03,Fiji,46.682580645161295
2322,2020-04,Fiji,85.185
2323,2020-05,Fiji,74.97193548387096
2324,2020-06,Fiji,67.562
2325,2020-07,Fiji,53.88161290322581
2326,2020-08,Fiji,51.85
2327,2020-09,Fiji,51.85
2328,2020-10,Fiji,49.15967741935484
2329,2020-11,Fiji,49.07
2330,2020-12,Fiji,49.07
2331,2021-01,Fiji,49.07
2332,2021-02,Fiji,49.07
2333,2021-03,Fiji,49.07
2334,2021-04,Fiji,57.039333333333325
2335,2021-05,Fiji,61.86096774193548
2336,2021-06,Fiji,67.59
2337,2021-07,Fiji,67.59
2338,2021-08,Fiji,84.31774193548387
2339,2021-09,Fiji,87.68533333333333
2340,2021-10,Fiji,88.74580645161289
2341,2021-11,Fiji,88.452
2342,2021-12,Fiji,88.35064516129032
2343,2022-01,Fiji,75.38709677419355
2344,2022-02,Fiji,47.035714285714285
2345,2022-03,Fiji,35.285483870967745
2346,2022-04,Fiji,32.87766666666667
2347,2022-05,Fiji,33.21032258064516
2348,2022-06,Fiji,36.92166666666667
2349,2022-07,Fiji,35.23096774193549
2350,2022-08,Fiji,36.02806451612903
2351,2022-09,Fiji,38.92368421052631
2353,2020-01,Finland,5.56
2354,2020-02,Finland,13.027931034482759
2355,2020-03,Finland,47.01290322580645
2356,2020-04,Finland,69.72466666666666
2357,2020-05,Finland,64.21935483870968
2358,2020-06,Finland,39.50666666666666
2359,2020-07,Finland,36.622258064516124
2360,2020-08,Finland,33.5758064516129
2361,2020-09,Finland,32.41
2362,2020-10,Finland,35.90064516129033
2363,2020-11,Finland,41.265
2364,2020-12,Finland,51.47451612903226
2365,2021-01,Finland,52.31
2366,2021-02,Finland,52.31
2367,2021-03,Finland,52.31
2368,2021-04,Finland,52.31000000000001
2369,2021-05,Finland,52.31
2370,2021-06,Finland,48.399
2371,2021-07,Finland,43.80096774193548
2372,2021-08,Finland,38.28064516129032
2373,2021-09,Finland,33.105
2374,2021-10,Finland,26.85
2375,2021-11,Finland,27.5
2376,2021-12,Finland,34.04870967741935
2377,2022-01,Finland,32.88741935483871
2378,2022-02,Finland,33.17357142857143
2379,2022-03,Finland,25.235806451612905
2380,2022-04,Finland,26.85
2381,2022-05,Finland,26.85
2382,2022-06,Finland,26.85
2383,2022-07,Finland,26.13258064516129
2384,2022-08,Finland,25.50483870967742
2385,2022-09,Finland,24.07
2387,2020-01,France,5.56
2388,2020-02,France,7.714482758620689
2389,2020-03,France,65.73870967741935
2390,2020-04,France,87.96
2391,2020-05,France,80.0758064516129
2392,2020-06,France,66.20166666666667
2393,2020-07,France,48.09032258064516
2394,2020-08,France,47.37419354838709
2395,2020-09,France,48.394999999999996
2396,2020-10,France,50.1658064516129
2397,2020-11,France,78.33
2398,2020-12,France,68.90741935483871
2399,2021-01,France,63.89
2400,2021-02,France,62.205714285714286
2401,2021-03,France,66.87709677419355
2402,2021-04,France,74.01266666666668
2403,2021-05,France,60.72354838709678
2404,2021-06,France,51.35133333333333
2405,2021-07,France,41.13870967741936
2406,2021-08,France,43.005806451612905
2407,2021-09,France,43.276666666666664
2408,2021-10,France,41.622258064516124
2409,2021-11,France,40.832
2410,2021-12,France,43.36032258064516
2411,2022-01,France,46.784838709677416
2412,2022-02,France,37.5525
2413,2022-03,France,23.316451612903226
2414,2022-04,France,18.797
2415,2022-05,France,18.79
2416,2022-06,France,18.78533333333333
2417,2022-07,France,18.78
2418,2022-08,France,11.11
2453,2020-03,Gabon,60.080555555555556
2454,2020-04,Gabon,77.40633333333334
2455,2020-05,Gabon,82.22838709677418
2456,2020-06,Gabon,84.26
2457,2020-07,Gabon,79.45096774193549
2458,2020-08,Gabon,77.78
2459,2020-09,Gabon,77.78
2460,2020-10,Gabon,74.82064516129033
2461,2020-11,Gabon,67.71333333333332
2462,2020-12,Gabon,64.6658064516129
2463,2021-01,Gabon,65.74
2464,2021-02,Gabon,65.74
2465,2021-03,Gabon,66.54709677419355
2466,2021-04,Gabon,69.47633333333333
2467,2021-05,Gabon,67.59
2468,2021-06,Gabon,67.59
2469,2021-07,Gabon,67.59
2470,2021-08,Gabon,67.35129032258065
2471,2021-09,Gabon,60.27733333333333
2472,2021-10,Gabon,53.04677419354839
2473,2021-11,Gabon,50.18366666666667
2474,2021-12,Gabon,43.10225806451613
2475,2022-01,Gabon,47.09935483870967
2476,2022-02,Gabon,49.95071428571429
2477,2022-03,Gabon,20.90741935483871
2478,2022-04,Gabon,11.109999999999998
2479,2022-05,Gabon,11.11
2480,2022-06,Gabon,11.109999999999998
2481,2022-07,Gabon,11.11
2482,2022-08,Gabon,9.319677419354838
2483,2022-09,Gabon,5.56
2484,2022-10,Gabon,5.56
2485,2020-03,Gambia,58.824666666666666
2486,2020-04,Gambia,78.7
2487,2020-05,Gambia,78.28451612903227
2488,2020-06,Gambia,73.60833333333333
2489,2020-07,Gambia,60.01870967741936
2490,2020-08,Gambia,72.41548387096775
2491,2020-09,Gambia,73.95133333333334
2492,2020-10,Gambia,66.61
2493,2020-11,Gambia,46.11300000000001
2494,2020-12,Gambia,43.69903225806452
2495,2021-01,Gambia,45.37
2496,2021-02,Gambia,45.37
2497,2021-03,Gambia,42.85870967741935
2498,2021-04,Gambia,39.62766666666666
2499,2021-05,Gambia,43.18677419354839
2500,2021-06,Gambia,34.62733333333333
2501,2021-07,Gambia,33.33
2502,2021-08,Gambia,38.442903225806454
2503,2021-09,Gambia,32.206
2504,2021-10,Gambia,27.866129032258065
2505,2021-11,Gambia,13.890000000000002
2506,2021-12,Gambia,13.89
2507,2022-01,Gambia,13.89
2508,2022-02,Gambia,13.89
2509,2022-03,Gambia,13.89
2510,2022-04,Gambia,13.890000000000002
2511,2022-05,Gambia,13.89
2512,2022-06,Gambia,13.890000000000002
2513,2022-07,Gambia,13.89
2514,2022-08,Gambia,13.89
2515,2022-09,Gambia,13.890000000000002
2516,2022-10,Gambia,13.89
2517,2020-02,Georgia,19.44
2518,2020-03,Georgia,61.41096774193549
2519,2020-04,Georgia,99.50666666666666
2520,2020-05,Georgia,91.37032258064517
2521,2020-06,Georgia,62.499
2522,2020-07,Georgia,54.269354838709674
2523,2020-08,Georgia,55.61645161290322
2524,2020-09,Georgia,62.62533333333333
2525,2020-10,Georgia,58.721612903225804
2526,2020-11,Georgia,64.28833333333334
2527,2020-12,Georgia,84.26
2528,2021-01,Georgia,83.12387096774194
2529,2021-02,Georgia,77.87928571428571
2530,2021-03,Georgia,64.45161290322581
2531,2021-04,Georgia,64.81
2532,2021-05,Georgia,64.81
2533,2021-06,Georgia,57.80566666666667
2534,2021-07,Georgia,25.0
2535,2021-08,Georgia,40.41451612903226
2536,2021-09,Georgia,48.21
2537,2021-10,Georgia,44.11258064516129
2538,2021-11,Georgia,47.498000000000005
2539,2021-12,Georgia,44.72161290322581
2540,2022-01,Georgia,44.43354838709678
2541,2022-02,Georgia,50.0
2542,2022-03,Georgia,39.63
2543,2022-04,Georgia,21.3
2544,2022-05,Georgia,15.680645161290323
2545,2022-06,Georgia,12.407333333333334
2546,2022-07,Georgia,11.11
2547,2022-08,Georgia,1.0751612903225807
2548,2022-09,Georgia,0.0
2550,2020-01,Germany,5.56
2551,2020-02,Germany,10.15448275862069
2552,2020-03,Germany,48.77451612903226
2553,2020-04,Germany,76.85
2554,2020-05,Germany,63.84193548387096
2555,2020-06,Germany,61.327666666666666
2556,2020-07,Germany,56.79387096774194
2557,2020-08,Germany,57.92709677419355
2558,2020-09,Germany,50.49633333333333
2559,2020-10,Germany,55.214838709677416
2560,2020-11,Germany,62.178666666666665
2561,2020-12,Germany,75.47806451612904
2562,2021-01,Germany,83.51129032258065
2563,2021-02,Germany,82.86749999999999
2564,2021-03,Germany,76.70387096774193
2565,2021-04,Germany,75.0
2566,2021-05,Germany,74.82064516129033
2567,2021-06,Germany,67.89833333333334
2568,2021-07,Germany,67.59
2569,2021-08,Germany,59.73806451612903
2570,2021-09,Germany,56.483333333333334
2571,2021-10,Germany,42.23516129032258
2572,2021-11,Germany,46.538666666666664
2573,2021-12,Germany,47.751612903225805
2574,2022-01,Germany,46.229032258064514
2575,2022-02,Germany,43.31678571428571
2576,2022-03,Germany,43.261935483870964
2577,2022-04,Germany,32.141333333333336
2578,2022-05,Germany,20.64032258064516
2579,2022-06,Germany,15.736666666666668
2580,2022-07,Germany,14.81
2581,2022-08,Germany,14.81
2582,2022-09,Germany,14.81
2584,2020-03,Ghana,50.412222222222226
2585,2020-04,Ghana,76.69800000000001
2586,2020-05,Ghana,60.96387096774193
2587,2020-06,Ghana,55.37
2588,2020-07,Ghana,52.78
2589,2020-08,Ghana,52.78
2590,2020-09,Ghana,44.43999999999999
2591,2020-10,Ghana,44.081935483870964
2592,2020-11,Ghana,38.89
2593,2020-12,Ghana,38.89
2594,2021-01,Ghana,37.696451612903225
2595,2021-02,Ghana,40.07928571428572
2596,2021-03,Ghana,49.43451612903226
2597,2021-04,Ghana,48.45666666666667
2598,2021-05,Ghana,43.12806451612904
2599,2021-06,Ghana,42.59
2600,2021-07,Ghana,42.59
2601,2021-08,Ghana,43.18677419354839
2602,2021-09,Ghana,40.74
2603,2021-10,Ghana,40.74
2604,2021-11,Ghana,39.998666666666665
2605,2021-12,Ghana,45.1941935483871
